"title","genres","tmdb_id","overview","release_year"
"Jelly Christmas","",1216870,"Jellikin Christmas special.",""
"Three magical Christmas stories","Animation, Family, Comedy, Adventure",1216785,"",""
"IKEA Lights - The Next Generation (Christmas Vacation)","",1217664,"This holiday season, the two hopeless roommates return to get you in the Christmas spirit. Relationships are put to the test and tensions run high in the fourth installment 'IKEA Lights - Christmas Vacation'.","2016"
"Painting Birds With Jim And Nancy Moir Christmas Special","",1216949,"Jim Moir and his wife Nancy continue on their ornithological adventure as they seek out their favourite seasonal birds and learn how they best evoke the festive spirit of Christmas.","2023"
"Stecca Christmas Spectacular","",1217353,"This extravagant 30-minute christmas film is the cultivation of years of work by light specialist Roger Stecca, and includes beautiful lights, and effects.",""
"Christmas at the Opry","",1217319,"Wynonna Judd hosts the holiday event, featuring performances by country music icons Mitchell Tenpenny, Kelly Clarkson, Trace Adkins and more in front of a live audience of country music fans at the Grand Ole Opry House in Nashville, Tenn.",""
"CMT Presents: A Cody Johnson Christmas","",1217612,"Cody Johnson performs Christmas hits in this CMT Special.",""
"Mary Berry's Highland Christmas","",1217628,"Much-loved home cook Dame Mary Berry travels to her mother’s homeland of Scotland for a magical winter break. Inspired by her own family holidays, she cooks up an array of sumptuous dishes that can be enjoyed at any time over the Christmas holidays. She is joined by friends Andy Murray, Iain Stirling and Emeli Sandé.","2023"
"Elf","Comedy, Family, Fantasy",10719,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.","2003"
"Meet Me Under the Mistletoe","TV Movie, Comedy, Romance",1180266,"Two rival realtors are forced to work together to sell one special house before Christmas.","2023"
"La Navidad en sus manos","Comedy, Family",1100763,"","2023"
"The Star Wars Holiday Special","Fantasy, Science Fiction, Family, TV Movie",74849,"Luke Skywalker and Han Solo battle evil Imperial forces to help Chewbacca reach his imperiled family on the Wookiee planet - in time for Life Day, their most important day of the year!","1978"
"Single and Ready to Jingle","TV Movie, Comedy, Romance",1003487,"Emma Warner feels like she lives Christmas year-round. As SVP at a toy company, she has had a great year with the season’s most successful toy but she is exhausted. All she wants is a non-holiday vacation with hot guys and a beach. Her assistant books her a flight to St. Johns but she ends up on the wrong plane and lands in St. Johns, Alaska, a town that goes all out for Christmas. Local holiday hero, Connor is stuck dealing with Emma who he considers a scrooge until her childhood Christmas memories thaw her to this town and to Connor.","2022"
"Miracle on 34th Street","Comedy, Drama, Family",11881,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.","1947"
"B&B Merry","TV Movie, Comedy, Romance, Drama",1029578,"Tracey Wise is a renowned luxury travel blogger who is invited by Graham Cooper to a Christmas getaway in exchange for her review of his family’s small bed & breakfast, Silver Peak. Unfortunately, the humble B&B is facing tough competition from an upscale hotel resort nearby that has been stealing guests and threatening the survival of the family business.","2022"
"Joyeux Noel","Drama, War, Romance, History",11661,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…","2005"
"The Jinglebell Jubilee","TV Movie, Comedy, Romance",1180367,"A city manager recruits the help of a childhood friend in setting right his town’s Christmas Charity event, while she sets to work setting him up with her close friend.","2023"
"Peppermint and Postcards","TV Movie, Comedy, Romance",1134582,"When 9-year-old Megan dedicates her Christmas wish to helping her mom Cara find love, she enlists the help of their blended family to make it come true. But when the letter goes viral, will Cara realize that what she was looking for was on her doorstop the whole time?","2023"
"The Holiday Calendar","Romance, Comedy, Family",555850,"A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.","2018"
"The Princess Switch","Romance, Comedy",556803,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.","2018"
"Silent Night","Comedy, Horror, Thriller, Mystery",139455,"The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.","2012"
"Better Watch Out","Comedy, Horror, Thriller",406994,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.","2017"
"Scrooge","Fantasy, Drama",13188,"Ebenezer Scrooge malcontentedly shuffles through life as a cruel, miserly businessman; until he is visited by three spirits on Christmas Eve who show him how his unhappy childhood and adult behavior has left him a selfish, lonely old man.","1951"
"Love the Coopers","Drama, Comedy, Family",333348,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.","2015"
"LEGO Star Wars Holiday Special","Animation, Family, Adventure, Comedy, Science Fiction, Action, TV Movie",732670,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?","2020"
"Snowmageddon","Adventure, Science Fiction, TV Movie",81179,"An Alaskan town is in danger of destruction by a mystical snow globe that appears on a family's doorstep, wrapped like a Christmas gift, and causes deadly ""natural"" disasters in their own town, while simultaneously occurring in the snow globe.","2011"
"Holiday in the Wild","Romance, Comedy",531438,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance.","2019"
"Jingle Bells","Family, Animation",28275,"A family with very little money worries about not being able to buy presents for each other, until they receive a little inspiration from a Christmas legend.","1999"
"A Very Merry Bridesmaid","TV Movie, Comedy, Romance, Drama",876104,"Leah's 30th birthday is on Christmas Eve, the same day as her brother's wedding. Her childhood crush is back in town for the wedding and he is determined to make sure her birthday does not go by the wayside.","2021"
"Reindeer Games","Thriller, Action, Crime",2155,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.","2000"
"In Bed with Santa","Comedy",29822,"Sara invites her ex-husbands and their new families to celebrate Christmas with her and her husband Janne. Sara has always wanted to have a baby with Janne, and at the dinner table she reveals the news: she's pregnant. The only problem is that Janne had a vasectomy two years ago, without Sara knowing it. The secret starts to spread among the guests, and in no time everyone knows but Sara. The party heads for a complete disaster. Who's the real father?","1999"
"Troublemakers","Western, Comedy",9287,"Two brothers who hate themselves are going to spend Christmas with their mother. She tries to get them together.","1994"
"Niko 2: Little Brother, Big Trouble","Animation, Family, Adventure, Comedy",141614,"Set right before Christmas, Niko the reindeer must deal with his mom getting re-married and his being tasked with looking after his little stepbrother.","2012"
"SuperKlaus","Animation",1100998,"Longing for wilder adventures, Santa Claus' wish comes true when he accidentally bumps his head and starts believing he’s Superklaus: the famous super heroic Christmas Crusader. With the help of Billie a tech-savvy 11-year-old, and Leo his Elf-xecutive assistant, SuperKlaus will take on a megalomaniacal toy-obsessed businessman to save Christmas.","2023"
"Doctor Who: The Husbands of River Song","Drama, Science Fiction, Comedy",371759,"It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy. King Hydroflax is furious, and his giant Robot bodyguard is out-of-control and coming for them all! Will Nardole survive? And when will River Song work out who the Doctor is? All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time.","2015"
"'Tis the Season to be Merry","TV Movie, Comedy, Romance, Drama",888500,"Looking for a fresh angle to her book on relationships, Merry heads to snow-covered Vermont. She finds a new perspective and Christmas cheer with charismatic aid worker Chris.","2021"
"All Is Bright","Comedy, Drama",174311,"Two ne’er-do-wells from Quebec travel to New York City with a scheme to a get rich quick selling Christmas trees.","2013"
"Natale sul Nilo","Comedy",42432,"A womanizing lawyer follows his wife and son to a trip to Egypt in a last-ditch effort to make up for his shortcomings. Also travelling to Egypt is a bumbling police chief who's desperate to keep his rebellious daughter from becoming a showgirl. The two meet on a Nile cruise. Calamity ensues.","2002"
"Foster","Comedy, Drama, Family",81232,"Some years after their son is killed in an accident, a married couple decide to adopt a child. One day a 7-year-old boy, Eli, unexpectedly arrives on their doorstep claiming to be from the adoption agency. Eli wears a suit every day and is very well-spoken for a child. He helps the adults to process their loss, which had stifled both their marriage and their toy business, and lets them embrace life again.","2011"
"A Gift to Remember","Romance, TV Movie",480614,"After colliding with a pedestrian on her bicycle who loses his memory following the accident, Darcy Archer becomes determined to help the handsome guy figure out who he is. In the process, she finds out a lot more about who she is, what she wants from life, and how this too-good-to-be-true guy might just be the man she’s been waiting to bump into all her life.","2017"
"Naughty or Nice","Fantasy, TV Movie, Comedy, Drama",145711,"Krissy Kringle receives a delivery intended for Santa Claus.  A magical book that shows if a person has been naughty or nice.  She uses the book's power to find out about those around her, which leads to some very unusual and unintended results.  Krissy realizes that everyone has some good and some not so good in them.","2012"
"Life-Size 2","Family, Fantasy",500284,"Grace Manning is in the middle of her quarter-life crisis, realizing she is in over her head as CEO. To make matters worse, her wild-child ways are causing the company’s stock to plummet. With the help of her young next-door neighbor, Grace’s old Eve doll magically awakens to help get Grace back on track and give her the confidence to be the woman and leader Eve knows Grace can be.","2018"
"Merry & Gay","Romance, TV Movie",1029231,"Broadway star Becca comes home for the holidays to see her family and find out if there is still a spark with her high school sweetheart Sam. Sam is hesitant to let Becca in, but their moms have other plans.","2022"
"Dancing Through the Snow","TV Movie, Comedy, Romance, Family, Drama",879111,"Ballet teacher Olivia gets more than she bargained for when she casts the talented Lily as the lead in the Christmas recital of The Nutcracker, and finds herself falling for Lily’s handsome firefighter father Michael. When a video of Michael practicing ballet with his daughter goes viral, Olivia sees how much dance really means to the community.","2021"
"A Very Merry Toy Store","Family, Romance, TV Movie",485034,"Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.","2017"
"Switch","Comedy, Drama, Fantasy",773910,"A story of how Park Kang's life is changed on Christmas day.  Park Kang is a popular actor, but he is also a scandal maker. His manager is Jo Yoon and they are also long-time friends. One day, Park Kang's ex-girlfriend Soo-hyun suddenly appears in front of Park Kang.","2023"
"Rodeo and Juliet","Romance, Family, TV Movie",365753,"Juliet heads to her grandfather’s ranch with her mother for Christmas, where she meets a horse named Rodeo and young cowboy who change her life.","2015"
"Letters to Santa","Comedy, Romance",79221,"A romantic comedy set on Christmas Eve in Warsaw and centered around a series of characters.","2011"
"A Dickens of a Holiday!","TV Movie, Comedy, Romance",877828,"To make the 100th anniversary of her hometown's Victorian festival a success, Cassie invites action movie star and former high school classmate Jake to play Scrooge in A Christmas Carol.","2021"
"Mr. 365","Romance, TV Movie",569982,"When workaholic reality TV producer Sophie starts working on a holiday-season show about Will, a wildly sexy guy who celebrates Christmas every day of the year, she finds herself falling for her mysterious, unlikely new star, renewing her long-lost faith in Xmas in the process.","2018"
"How Sarah Got Her Wings","Drama, Fantasy, TV Movie",369059,"Good Samaritan Sarah Fitzpatrick has a fatal accident just before Christmas, and finds herself in the lobby before the gates of Heaven. Certain that she will be let in, she is shocked to find that her name is not on the reservation list. However, she is granted the chance to return to Earth as an ""angel in training"" with the requirement to help a soul in need. Sarah has the 12 days before Christmas to secure her place on the list leaving her in the race for her after-life.","2015"
"The Holiday Sitter","TV Movie, Comedy, Romance",1027324,"Sam is a workaholic bachelor who babysits his niece and nephew before the holidays when his sister and her husband have to go out of town. Completely out of his element, he recruits help from their handsome neighbor Jason and finds himself in an unexpected romance.","2022"
"Krampus: The Devil Returns","Thriller, Action, Horror",419548,"Five years after the murder of his wife and disappearance of his daughter, former police officer Jeremy Duffin is brought back to help in the hunt for a yuletide monster that punishes children that have been ""naughty."" As the monster becomes more erratic and unpredictable, Jeremy learns the truth about the disappearance of his daughter and the fate that has been bestowed upon him by an unlikely source. Can Jeremy finally end the nightmare Christmas monster that has terrorized this town for years?","2016"
"There's no religion anymore","Comedy",419504,"Set on the small island of Porto Buio, the traditional live Christmas Nativity scene might not go ahead because the baby who’s always played Jesus has grown up and no new babies have been born on the island in years!  With this fundamental tradition on the line, newly elected Mayor Cecco (Claudio Bisio) wants to ask the local Tunisian community to “borrow” one of their children, but there’s conflict between the two communities. Cecco enlists the help of local Islam convert Bilal (Alessandro Gassman) to cross the cultural divide… but both communities are not sure what to make of a baby Jesus that may need his nationality, and even his religion changed!","2016"
"Cherished Memories: A Gift to Remember 2","Romance, TV Movie",631428,"As Darcy and Aiden prepare to celebrate their second Christmas together, an unexpected guest and a fight to save the beloved community center unites everyone for an unforgettable holiday.","2019"
"#Xmas","TV Movie, Comedy, Drama, Romance",1028550,"When Jen gets the chance to enter a brand’s design contest, she poses as a family influencer, enlisting the help of her best friend, Max, and her baby nephew. When her video is selected as a finalist, Jen is torn on whether to go on with her perfect “family” or reveal the truth.","2022"
"The Spruces and the Pines","Drama, Romance, TV Movie",487055,"A Romeo and Juliet romance takes place among two feuding New England Christmas Tree lot families. Against their families’ wills, Julie Pine and visiting-from-Texas, Rick Spruce, fall in love, but are forced to hide their Yuletide relationship.","2017"
"L'Incroyable Noël de Shaun le Mouton et de Timmy","Animation",1204548,"","2023"
"The Farmer and the Belle: Saving Santaland","Family, Comedy, Romance",759872,"Sparks fly between a famous model and a farmer with a young daughter when she visits her childhood home. The town is in danger of losing their beloved Santaland festival, but miracles can happen with a little love, family, and faith.","2020"
"Merry Swissmas","TV Movie, Comedy, Romance",1012042,"Alex is an ambitious architect who is looking forward to celebrating Christmas at her mother’s beautiful Swiss Inn, until she finds out that her former best friend Beth who married Alex’s ex-boyfriend Jesse will also be there. Could a new romance with the Inn’s handsome manager and single-father Liam be the key to show Alex the magic of Christmas and open her up to forgiveness this holiday season?","2022"
"Scrooge","Drama, Fantasy, Family",41118,"Ebenezer Scrooge, the ultimate Victorian miser, hasn't a good word for Christmas, though his impoverished clerk Cratchit and nephew Fred are full of holiday spirit. In the night, Scrooge is visited by spirits of the past, present, and future.","1935"
"Help for the Holidays","Family, Fantasy, TV Movie",149235,"Although she loves Christmas, Santa’s elf Christine (Summer Glau) wonders if there could be more to life than making toys in the North Pole. When Santa receives an emergency wish from a little boy in Los Angeles, he puts Christine on a special assignment, sending her to L.A. to give the VanCamp family—mom Sara (Eva La Rue), dad Scott (Dan Gauthier), and their two kids Ally (Izabela Vidovic) and Will (Mason Cook)—a holiday wake-up call. Will Christine fail her assignment and be sent back to the North Pole for good, or will the VanCamps come to their senses about the meaning of Christmas?","2012"
"Sister Swap: A Hometown Holiday","Romance, Comedy, TV Movie",866665,"Jennifer and Meg Swift are two sisters who are very close despite living far apart. Jennifer is in Salt Lake City, running a successful restaurant she started with her late husband and raising her teenaged son Simon, Meg stayed in their hometown of Hazelwood, helping their parents run the local bakery.","2021"
"Double Holiday","Romance, TV Movie",630913,"Rebecca must throw the company holiday party with office rival, Chris. It coincides with Hanukkah, so she must juggle her work, family traditions, and nemesis to make the party a success.","2019"
"Merry Matrimony","Romance, TV Movie",363479,"Brie Traverston is up for partner at her firm if she can successfully coordinate a Christmas wedding reshoot and ignore all the feelings that come with working with the one-that-got-away Eddie Chapman and his possibly new girlfriend Isabella.","2015"
"WWE: Ring in the Holiday","",365737,"Celebrate the holidays with ""The Hardcore Legend"" Mick Foley and his daughter Noelle as they go on a quest to find Santa Claus. Join the Foley Clan in their search as they reminisce about classic WWE moments and matches from holidays past featuring The Miracle on 34th Street Fight between Dean Ambrose and Bray Wyatt. The All I Want for Christmas Battle Royal, Good Santa (Mark Henry) vs. Bad Santa (Damien Sandow) in the Battle For Christmas. John Cena and Trish Stratus vs. Santino Marella and Beth Phoenix, and more! So grab some eggnog, make some cookies, and ring in the holiday with WWE!","2015"
"Fir Crazy","Comedy, Romance, TV Movie",213901,"When marketing executive Elise MacKenzie decides to help sell Christmas trees at her family’s Christmas tree lot, she discovers a newfound fondness for the holidays. But all could be lost when the store owner who hosts the tree lot on his block wants to shut it down, and it’s up to Elise to find a way to rekindle his Christmas Cheer.","2013"
"Match Made in Mistletoe","TV Movie, Comedy, Romance, Family",854199,"When talented interior designer Emily Barnes is hired by a foreign embassy in D.C. to decorate for their annual holiday charity ball, the newly appointed ambassador Magnus Andersson's ""minimalist"" approach creates a roadblock between them. As Emily's undeniable love for the holiday season begins to thaw his heart, an unexpected romance begins between the two.","2021"
"Secretly Santa","TV Movie, Comedy, Romance, Family",838189,"Miranda and Paul, two business rivals who playfully despise each other, work together on a holiday gift-giving app, and unexpected feelings develop for one another.","2021"
"Rent-an-Elf","Family, TV Movie, Romance",559709,"Type-A personality, Ava, owns “Rent-an-Elf,” a business in which she sets up a memorable Christmas for busy families. This year, she's hired by the newly-single Liam and falls for him and his adorable son, Nathan. But, just as Ava thinks she’s found her match, Liam’s ex-wife returns, wanting to patch things up. Even though Ava decides to put Liam and Nathan's happiness above her own, she's still determined to give them the best Christmas ever, and maybe even hope for a Christmas miracle or two.","2018"
"Naughty & Nice","Romance, TV Movie",303601,"A cynical radio host is banished to Colorado, where he has an on-air spat with a hopeless romantic. Soon, their antagonistic relationship sparks the interest of the whole town.","2014"
"The Magic Crystal","Animation, Adventure, Family",137769,"A magic crystal causes double the number of gifts Santa can deliver all over the world and this makes for many happy gezinnetjes. His criminal assistant Basil however has a diabolical plan: he wants to steal the crystal so as to gain control over the minds of the children. The brave boy Yotan act to prevent and concocts a plan.","2011"
"3 Day Test","Family, Comedy",160647,"Martin Taylor has totally lost touch with his family. He has no clue who his teenage daughter's friends are, why his son only communicates with an electronic sign outside his bedroom door, or why his youngest child only watches faith TV. Convinced the family needs to reconnect, Martin surprises the wife and kids with a little experiment-he locks them in their own home with no power, no heat, no running water, and absolutely no contact with the world outside! The sudden holiday staycation isn't what the Taylors had in mind for the weekend, but they'll have to team up to prove they can survive Dad's wacky mission. With a heartfelt message and some persistence, one little member of the family helps put their priorities back in the pews, because they'll need all the faith they have to get through this!","2012"
"Paws, Bones & Rock'n'roll","Family, Comedy",322075,"A funny story about the adventures of a two hairy friends familiar from the ""Six Degrees of Celebration"" series.","2014"
"The Holiday Fix Up","Comedy, Romance, TV Movie",881245,"When Sam, the designer behind a popular home renovation show, returns to her hometown during the holidays to help renovate the Bell Harbor Inn, she gets paired with Coop as her lead contractor. The only problem — he's the guy who broke her heart and she's the one who got away. Sparks fly as they work closely to get the renovations done in time for the inn's annual Christmas Eve Harborfest.","2021"
"A Kiss on Candy Cane Lane","Drama, Romance",645398,"A romantic drama in the backdrop of Christmas time in Wisconsin, revolving around two college sweethearts who rekindle their love during the holiday season.","2019"
"Expecting Mary","Family",62505,"Expecting Mary is the story of a young girl, who's had all the trappings of an upscale life, but it's only when she finds herself in a small New Mexico town, in a downtrodden trailer park, that she learns the real meaning of love, sacrifice and family.","2010"
"You Are My Home","Family",750276,"This drama follows the relationship of a heartbroken woman and a young immigrant girl who has lost her mother at the border, coming together just before Christmas.","2020"
"3 Holiday Tails","Family, Comedy, Romance",137475,"Rod and Katherine Wright are enjoying their retirement in Florida – or so they’re telling each other. Actually, Rod’s been bored with nothing to do, and Katherine misses her kids back home, especially with Christmas right around the corner. At least they’ve made friends with their new neighbor Lisa, who’s a golden retriever fan like them – Rod and Katherine’s dog Jake has three new puppy playmates, Mario, Luigi and Pasquale. But when Jake and the puppies take off during a walk with Lisa and interrupt a wedding proposal, Lisa is mortified to discover the proposer is none other than her lifelong-friend-turned-boyfriend-turned-ex, David. Everyone can see that David and Lisa are meant to be together. Everyone, that is, except for David and Lisa. Now, with David’s wedding approaching, they must decide whether to leave their love in the past, or to give it another chance. With a little help from Rod and Katherine and four lovable pups, it’s sure to be a Christmas to remember.","2011"
"Sweet Navidad","Romance, TV Movie, Comedy, Drama",910760,"A pastry chef dreams of opening her own dessert shop; she is paired with another chef for a grand event during which they must learn from one another and eventually come together to create a menu in time for Christmas.","2021"
"'Tis the Season for Love","Romance, TV Movie",362886,"An out-of-work New York City actress returns home to the quaint small town she escaped 10 years before and finds a place far different than the hamlet she left. She suddenly finds performing possibilities and even romance that kind of blow her away.","2015"
"Who Killed Santa Claus?","Crime",6296,"A village in the French Alps is rocked by a series of crimes, including the theft of a sacred ring and the murder of a man dressed as Père Noël (Father Christmas).","1941"
"A Horse Tale","Drama, Family, Romance",323052,"Uptight city accountant Michael Thompson is hired to help a family save their stable before the bank shuts them down. Michael reluctantly agrees, but as he searches for ways to save a family's legacy, he finds something he never expected.","2015"
"'R Xmas","Drama, Crime, Thriller",49110,"A New York drug dealer is kidnapped, and his wife must try to come up with the money and drugs to free him from his abductors before Christmas.","2001"
"Holly's Holiday","Comedy, Romance, Fantasy, TV Movie",231385,"A professional in the advertising business, Holly dreams of finding Mr. Right, & getting the ""perfect"" romance. When she meets someone who ~looks the part, she falls hard & fast. But soon she is reminded that appearances can be deceiving, & true love grows in more unexpected places.","2012"
"Come Dance with Me","Family, Romance, TV Movie",149218,"Jack is an executive in a financial brokerage firm trying to impress the firm’s president, Drew Clayton, in hopes of a promotion. However, Jack is dating the fabulously rich and elegant Demi Clayton, who happens to be Drew’s daughter. Although Demi’s mother Clarisse doesn’t necessarily approve of Jack and would prefer her daughter to date a man within their social circle, Jack still plans on proposing. Trying to create the perfect proposal, Jack signs up for dance lessons in preparation for his proposal to Demi at her father’s lavish annual Christmas Dance. But when sparks start to fly between Jack and his dance instructor, Christine, Jack will have to make some important decisions before it is too late.","2012"
"The Trailer Park Boys Xmas Special","Comedy, TV Movie",217720,"In this holiday prequel, it’s 1997 and Sunnyvale Trailer Park is getting ready for the holiday season. Julian’s got a great idea to make money this Christmas, Ricky gets confused between God and Santa, and Bubbles tries to get the Boys together for an annual Christmas bonfire.  Meanwhile, Mr. Lahey is thrilled because Christmas is the only day of the year that his wife Barb allows him to have a few drinks. Directed by series creator Mike Clattenburg, this hour-long special takes place before Jamie was J-Roc, before Randy and Lahey were a couple, and before the Shitmobile was missing a door.","2004"
"Why Hide?","Comedy, Horror",515411,"A diverse group of friends gather for the festive season in a remote lodge but soon plans go awry. One of the friends goes missing and the truth behind why the lodge was booked for the holiday is disclosed. Christmas quickly turns to chaos and a bloody nightmare ensues.","2018"
"The Painted Hills","Action, Adventure, Drama, Family",61855,"After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep (played by Lassie) with Tommy to cheer him up. Meanwhile, Jonathan's new partner, Lin, isn't interested in sharing the gold, and lures Jonathan to his death. Lassie immediately deduces what's happened, so Lin poisons Lassie. Lassie barely pulls through and pursues Lin to a climactic confrontation where, due to an off-screen accident with some liquid nitrogen, Lin's gun jams.","1951"
"The Great Rupert","Family, Comedy",50926,"Shortly before Christmas, a family moves into an apartment where Rupert the squirrel lives in the attic rafters. Just as it seems that the holiday will come and go without so much as a Christmas tree, Rupert acts as the family's guardian angel - not only saving Christmas, but changing their lives forever.","1950"
"My Sweet Holiday","Romance, TV Movie",767350,"When Sadie's (Malone Thomas) boyfriend cancels their holiday plans, she decides to spend Christmas with her parents back in her hometown, only to find out they've sold the family's beloved chocolate store to a stranger who knows nothing about chocolate. Begrudgingly, her father convinces her that she'd be the obvious choice to help teach the new owner everything she knows about chocolate. In the middle of planning the perfect retirement party for her parents, she discovers that not everything has to be perfect. And sometimes, when you least expect it, you find love.","2020"
"The Killing Tree","Horror, Comedy",980128,"On Christmas Eve, a scorned widow casts an ancient spell to resurrect her executed husband. However, when the spell goes wrong, the husband is brought back as an Evil Christmas Tree. Hell-bent on getting revenge on the one who caused his execution, the body count keeps rising as the Tree hunts her down.","2022"
"Santa Baby 2","Comedy, TV Movie, Fantasy",42673,"Jenny McCarthy reprises her role as Mary Class, Santa's business-minded daughter, to help save Christmas in Santa Baby 2: Christmas Maybe, the sequel to ABC Family's original hit movie of 2006. Santa's in the midst of a late-life crisis -- he's tired of the responsibilities of the job and is ready to pass on the reins to Mary, who feels torn between the family business and running her own high stakes firm in New York City, along with balancing a relationship with the love of her life, Luke (Dean McDermott). The situation gets increasingly dire when Teri, an ambitious new arrival to the North Pole, sows dissension at the workshop in an effort to take over Christmas.","2009"
"Coopers' Camera","Comedy",50105,"Using a professional grade video camera, a dysfunctional family records their Christmas Day in 1985, which descends into total chaos.","2010"
"Buttons","Family, Drama, Music",570556,"During a time of robber barons, child labor, and rising industry, two orphan girls get a little help from their unexpected guardian angels who turn the tide of events and change their lives forever.","2018"
"The Santa Stakeout","TV Movie, Comedy, Romance, Crime",874238,"Tanya is a police detective who is reluctantly partnered with fellow detective Ryan to solve a recent string of heists taking place during high-profile holiday parties around town.","2021"
"A Holiday in Harlem","Comedy, Romance",874219,"Business executive Jazmin Carter is known for two things: turning fledgling businesses into profit producers and avoiding Christmas in Harlem, the neighborhood where she grew up.","2021"
"Every Time a Bell Rings","TV Movie, Comedy, Romance",874239,"Three reunited sisters discover their late father planned one last scavenger hunt - an annual holiday tradition when they were young. As their sisterly bond gets rekindled, they soon learn important lessons about what they want in life and in love.","2021"
"Secret of Giving","Western, Drama, TV Movie",310241,"As Christmas approaches, a single mother struggles to raise her son and keep up the payments on her Oregon ranch, which is difficult since she's heavily in debt. But she's a tough cookie and proves that a steadfast attitude and an open heart go a long way in surviving the cold hearts and greed of the Scrooges around her.","1999"
"Uncle Nick","Comedy",367732,"A drunk uncle attempts to score with his flirtatious step-niece on Christmas Eve.","2015"
"Little Miss Millions","Family, Comedy",149553,"Private detective Nick is hired to bring back Heather, who ran away from her stepmother to find her real mother.","1993"
"Maps and Mistletoe","TV Movie, Comedy, Romance",883955,"Emilia Martin, a cartographer of school maps, has plans for a cozy Christmas at home until her boss has a last-minute project for her, designing a novelty treasure map of the North Pole. Emilia decides to seek out the expertise of North Pole explorer Drew Campbell, who reluctantly agrees to help her. As the two work closely, they discover more than either of them ever expected.","2021"
"The Great Holiday Bake War","TV Movie, Comedy",1028912,"When former pastry school rivals Julian and Brianna meet years later in a TV baking competition, the sparks – and the flour – fly! Each has their own plans for the winning prize money, but only one can win…unless they work together. While Brianna struggles to support her daughter Willow and Julian longs to escape his mother’s shadow, they learn that collaboration can create a new recipe for success – and love.","2022"
"Finding Love in Big Sky, Montana","TV Movie, Romance",924688,"An independent country girl, Paisley, takes on the task of upholding her adored grandfather's ranch. After being denied the funding needed to refurbish the ranch, she is reintroduced to her ex-boyfriend Josh, a big-time marketing executive stationed in Denver who has been suspended from his current position at his company.","2022"
"Holiday Hearts","Romance, TV Movie",638806,"While planning an annual Christmas party, Peyton is forced together with Ben to care for a friend's daughter. While finding their Christmas spirit, will there be some romance along the way?","2019"
"Holidays at the Ranch","Family",1075738,"When business exec Kate returns home for the holidays, she doesn’t expect to bump into her childhood sweetheart Matt. When she agrees to help out at his ranch, sparks fly and she begins to fall in love all over again. When the holidays are over, she faces a difficult decision, whether to return to the city and her career or follow her heart.","2023"
"Hot Chocolate Holiday","Romance, Comedy, TV Movie",777405,"Colette runs a coffee shop that is known for her secret and famous hot chocolate. When Marcus, a new dessert shop owner, starts to draw in Colette's customers with his very own specialty hot chocolate that tastes exactly like the recipe from her beloved grandmother, she is determined to expose him. But as she gets to know Marcus, sparks fly between the cocoa connoisseurs.","2021"
"Mother Krampus","Horror",477623,"Based on the myth of Frau Perchta, a witch that comes on the 12 days of Christmas taking children each night.","2017"
"Holiday Switch","Comedy, Fantasy, TV Movie",80663,"A week before Christmas, Paula finds herself struggling with bills and life with her blue-collar husband Gary and her two daughters. When Nick, her high school boyfriend returns to town, a wealthy art gallery owner, Paula wonders if she made the wrong decision when she took the wrong date to the prom. What would her life have been like if she stayed with Nick?","2012"
